cogid,concept_id,concept,BeChengmaiMY,BeChengmaiYL,BeHaikouCL,BeHaikouRS,BeJizhao,BeLinGaoLC,BeLinGaoXY,BeQiongshanLQ,BeQiongshanLT,HlaiBaisha,HlaiBaoding,HlaiBaoting,HlaiChangjiang,HlaiCun,HlaiHeitu,HlaiJiamao,HlaiNadou,HlaiQiandui,HlaiTongza,HlaiXifang,HlaiYuanmen,HlaiZhongsha,KraBuyangBH,KraBuyangEC,KraBuyangLJ,KraBuyangYR,KraGelaoAS,KraGelaoDF,KraGelaoMJ,KraGelaoZF,KraLachi,KraLaha,KraPubiao,KsBiao,KsChadong,KsJin,KsKamJP,KsKamLP,KsKamRJ,KsKamTZ,KsLakkia,KsMak,KsMaonan,KsMulam,KsSuiDS,KsSuiDY,KsSuiLB,KsSuiSD,KsThen,TcCaoBanTai,TcDaxin,TcDebao,TcFusui,TcLongAn,TcLongzhou,TcQinzhou,TcShangsi,TcWenma,TcYanshan,TcYongning,TnDonglan,TnDuAn,TnFengshan,TnHengxian,TnHuishui,TnLianshan,TnLibo,TnLiujiang,TnLuodian,TnPanxian,TnPingguo,TnQianxi,TnQiubei,TnSaek,TnShuicheng,TnTiandong,TnWuming,TnZhenfeng,TnZhenning,TswAhom,TswAiton,TswBangkok,TswChiangmai,TswHsipaw,TswJinghong,TswJinping,TswJinsha,TswKhuen,TswKorat,TswLao,TswLuchun,TswMaguan,TswMangshi,TswMenglian,TswNgheAn,TswPhake,TswSongkhla,TswTaunggyi,TswThaiTrang,TswWuding,TswYuanjiang,TswYuanyang
N001,S002,ashes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuk7,vok9,,phuk9,phuk9',,,vuk7,vuʔ5,,phʊp7,vok7,ɣʊk7,vʊk7,vuk10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N002,S002,ashes,ɗɔu4,ɗɔu4,ɗeu4,ɗɔu4,,ɗɔu4,ɗɔu4,ɗɔu4,ɗɔu4,tshaw3,taw3,taw3,,tθay3,tow3,,,taw3,taw3,saw3,tshaw3,taw3,du33,ma0tu53,qa0tu11,taːi24,ta3,to4te3,pe2tu1,pa4tau4,te33,thəu32,pei53tau213,phau3,,,pu33,,,pu3',plɛu4,,,pu1,,,,,,dəu1,sau6,tau6,tau6,tau6,piau6,tau6,tau6,tau6,tau6,tau6,tau6,tau6,tau6,tau6,tɑu5,tau6,tɑu6,tau6,tɑu6,tɑu6,tau6,tɑu6,tau6,thaw53,tɯ6,tau6,tau6,tɑu6,tɑu6,tau,tau2,khi3thau3,khi5tau5,tau4,tau6,tau6,tau6,khi6tau4,khi4thau4,khiː5thaw3,tau4,tau6,tau6,tâu6,taːu5,tau⁵,khi5thaːu5,xi4tau4,tau1,tâu6,tau6,tau3
N003,S004,belly,,,hoŋ4,hoŋ4,thɔŋ1,,,hoŋ4,hoŋ4,,,,,,,,,,,,,,,,qa0luŋ54,,,pa42ɬjuŋ42,,ka4luŋ1,na55njuŋ33,puG24loG32,lhoŋ53,,luŋ2,loŋ2,,loŋ2,loŋ2,,,loŋ2,lɔŋ2,lɔŋ2po6,lɔːŋ2,lɔɐŋ2,loɐŋ2,lɔŋ2,lɔːŋ2,,thoːŋ3,toːŋ4,tuŋ3,tuŋ4,toːŋ4,tuŋ4,toŋ4,duŋ4,tɔːŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tuŋ4,toŋ4,thuŋ6,tuŋ3,tuŋ4,tuŋ4,tuŋ4,tuŋ4,tong,,thɔːŋ4,,,tɔŋ4,tɔŋ4,naŋ1tuaŋ5,na6tɔŋ5,thɔːŋ4,thɔːŋ4,toŋ4,tɔŋ4,tɔŋ4,tɔŋ4,,tauŋ⁴,,,,tɔŋ4,tɔŋ4,tɔŋ4
N004,S004,belly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phuŋ55,,,,,,,,phuŋ1,,,,,,,,,,,,,,,phuŋ3,,,,,
N005,S004,belly,ɓoʔ8,ɓoʔ8,,,,ɓoʔ8,ɓɔʔ8,,,pɔk8,pok7,pɔk8,pɔʔ7,ɓɔk4,mok7,,paʔ4,phoʔ8,pok8,pɔk7,pɔk8,(pok7),mɔk45,,,,,,,,,,m̥ok33,,,,,,,,,,,,,,,,,mok5,moːk7,moːk7,,,muk7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N006,S004,belly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pum2,,khi5pum1,pum3,,,,pum3,,,,,,,puːn1,pum²,,khi4pum3,pum1,,,
N007,S004,belly,,,,,,,,,,,,,,,,naːm31kəːm55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N008,S004,belly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ȵuŋ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N009,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma3,mak7/9,,maʔ9,bok7,,,,,,,,,,,,mɯːk9,,,müːk7/muːk7,baːk9,,,,,bɨk7,,,,puk7,,bɨk7,,,,,bək7,bɨk55,,,bɯk7,,,,,,,,,,,,,,,,,,,,,,,,,
N010,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lək8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N011,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kaːi5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ke5,
N012,S005,big,,,,,,,,,,luŋ1,loŋ1,luŋ1,luŋ1,loŋ1,luŋ1,loː1,loŋ1,luŋ4,loŋ1,loŋ1,luŋ4,luŋ1,,,luːŋ24,luŋ33,,łjuŋ1,,li1paŋ4,,,,luŋ5,,,,,,,,,,,,,,,,,luːŋ1,luːŋ1,,huŋ1,luːŋ1,,,,,,,,,huŋ1,,,,,,,huŋ1,,,luaŋ2,,huŋ1,huŋ1,,,lung,,,,,loŋ1,loŋ1,,loːŋ4,,,loŋ1,loŋ1,loŋ1,loŋ1,,loŋ⁶,,,loːŋ1,loŋ1,luŋ1,luŋ1
N013,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qaːŋ4(provisional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N014,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laːu4,,lau4,laːu4,lau4,,laːu4,laːu4,lo4,laːu4,,laːu4,laːu4,laːu4,,,,laːu3,laːu4,,laːu4,laːu4,,,laːu4,laːu4,laːu4,laːu4,laːu4,lau4,,lau4,laːu4,lau4,lo5,,,laːu4,,lau3,laːu4,laːu4,lau4,lo4,,,,,,,,,,,,,,,,,,,,,,,
N015,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jav, nyav",jaɨ1/ńaɨ1,jai2,ńai3,jaɨ2,jai5,ȵaɯ5,,,jai3,ńai3,zai5,ȵaɯ5,jaɨ5,jâ5,,yaü¹,,jaɨ2,,ȵɐi5,,jaɯ5
N016,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,təp1,,təːp9,,,,,
N017,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khv,,,,,,,xə4,,,,,,,,,,,,,xɨ4,,
N018,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du4,tɨ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N019,S005,big,nɔ3,nɔ3,ne3,nɔ3,ȵo3,ȵɔ3,ʑɔ3,,,,,,,,,,,,,,,,,,,,,,,,,ńə31ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N020,S005,big,,,so1,,,,,so1,so1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N021,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n33tɔ11,,du213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N022,S005,big,,,,,,,,,,,,,,,,,,,,,,,qɔŋ322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N023,S005,big,,,,,,,,,,,,,,,,,,,,,,,,man55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N024,S005,big,,,,,,,,,,,,,,,,,,,,,,,,,,,su5,,ka0sən3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N025,S006,bird,nok8,nok8,nuak8,nɔk8,nɔk10,nok8,nɔk8,nok8,nɔk8/nok8,,,,,,,nɔːk9,,,,,,,nok11,,li0ma0nuk1,nɔk31,ma3naŋ1,ma1lo3,mə0nɔ2,mo4naŋ4,li55njɔ31,nok34,nuk45,phuk7,ńok8,nok8,no33,mok8,mok8,,mlok7,nok8,nɔʔ8,nɔk7,nɔːk8,nɔɐk8,nɔːk8,nɔːk8,ʔnɔːk9,nok4,noːk8,nɔːk8,nok8,nɔk8,nuk8,nuk10,nok8,na2,nɔk8,nok8,lok8,rok8,lɔk2,ðok8,zuɑʔ8,jok8,nok8,hjok8,zo2,juɑk8,rok8,zuk8,θɔk8,nɔk33,zo6,lok8,ɣok8,zok8,joʔ8,nuk,nuk3,nok4,nok6,nok5,nok8,nok8,loŋ4,nɔk5,nok4,nok7,nəu4,nok8,lok8,nok8,noːk4,nok⁴,nɔk4,nuk3,noːk4,noŋ8,nou4,nuk10
N026,S006,bird,,,,,,,,,,tshat8,tac7,tat7,sat7,tshiat2,tat[9],,faʔ4,tat7,tat7,sat7,tshat8,tat7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N027,S006,bird,,,,,,,,,,,,,,,,,,,,,,,,ma0ðe11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N028,S007,bite,kap8,kap8,kɑp8,kap8,kɐp8,kap8,kap8,kɐp8',kɐp8',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khop5,khoːp7,khɔːp7,hap8,hap8,khup7,hap8,hap8,khɛ3,khap7,hap8,hap8,hap8,hap2,hap8,hɑp8,,hɑp8,hap8,ɦap8,hɑp8,hap8,hɑp8,ɣaːp8,ɣap33,hɯ6,hap8,hap8,,hɑp8,kap,kaːp3,,khop7,khop1,,,,khɔp1,,,,,,,khoːp4,kāp⁴,khɔp8,khop1,khop5,,,
N028b,S007,bite,,,,,,,,,,,,,,,,,,,,,rap8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kat7,,,,kat7,,,,kat7,,,,,,,kat7,,,,,,,,,,,kat7,,,,,,,,,,,,,,,,,,,,,,,,,
N029,S007,bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kat7,ćit8,,kit10,qɪt10,it10,,kat7,,ćit8,cat8,kiːt8,tɕit8,ȶit8,ȶɪt8,kət7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kat pan,,kat2,,,xat7,kat8,kət5,,kat5,kat6,ka2,kat7,kat7,kât7,,,,,,kat7,,kat7
N030,S007,bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiu4,
N031,S007,bite,,,,,,,,,,kan3,kaːɲ3,kaːn6,kan3,,than3,,,khaːn6,kaːn6,kan3,,kaːn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N032,S007,bite,,,,,,,,,,,,,,,,ɗaːn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N033,S007,bite,,,,,,,,,,ŋoʔ8,hwoːt7,hɔːt7,ŋoːk7,ŋat33,hat7,hɯət10,ŋaʔ55,hɔːt7,goːt7,ŋoːk7,,hoːt7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N034,S007,bite,,,,,,,,,,,,,,,,,,,,,,,,a0ðam11,qa0ðam11,hram24,,,caŋ3,,,,am45,,,ȶam3,,,,,,ȶam3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N035,S007,bite,,,,,,,,,,,,,,,,,,,,,,,ðaːi33,,,,tau3,ҫa3,,to4,a33tja35,tai32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N036,S008,black,zam1,zam1,zɑm1,zam1,lam1,lam1,lam1,zɐm1',zɐm1',ɗam3,ɗom3,ɗ[ə]m3,ɗam3,,ɗom3,,ɗan3,ɗam3,ɗam3,ɗam3,ɗam3,ɗam3,,ʔdam24,ʔdam54,ʔdam53,,,,,,,pə0djam53,,nam1,nam1,nəm3,nɐm1,nam1,nam1,lam1,nam1,nam1,nam1,nam1,nam1,qɐm5,ʔnɐm1,ʔnam1,dʔam3,dam1,dam2,nam1,nam1,ʔdam1,nam1,dam1,dã1,dam1,nam1',,nam1,,dam1,,lam1,,nam1,,,dam1,,,ram23,,dam1,dam1,,,"dam, dram",,dam1,dam2,lam3,dam1,lam1,lɛan6,lam1,dam1,si7dam2,lɛ2,dam1',lam6,lâm6,lam1,nam²,dam2,lam3,dam1,lân1,lam1,lam1'
N037,S008,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mei3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N038,S008,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foːn4,,foːn4,,vaan4,,,,fon4,vuɑn4,,vuan4,,,vuan3,foːn4,,fɑn4,von4,,,,,,,,,,,,,,,,,,,,,,,
N039,S008,black,,,,,,,,,,,,,,,,ҫei55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N040,S008,black,,,,,,,,,,,,,,kho243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N041,S008,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muk7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N042,S008,black,,,,,,,,,,,,,,,,,,,,,,,lam33,,,,lan4,ljaŋ2,ce2luŋ3,laŋ4li1,ljaN35,kliń32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N043,S009,blood,ɓaʔ7,ɓaʔ7,ɓɑʔ7,ɓaʔ7,vit7,ɓaʔ7,ɓaʔ7,ɓa1',ɓaʔ7,ɬaːt8,ɬaːt7,ɬaːt7,ɬoːt7,tθɔt2,ɗaːt7,ɬuət8,laʔ4,ɬaːt7,ɬaːt7,ɬoːt7,ɬuat7,ɬaːc7,pɛ33,,,,pla3,mpai3,pja2,pja4,pjo35,blaːp33,,,phjaːt7,phjaːt7,tjat77,phat9,phaːt9',tat8(9'),liet8,phjaːt9,phjaːt7,phɔt7,phjaːt7,phjaːt7,phaːt7,phjaːt7,phjaːt9,lɨət1,lɨːt10,luːt1,lɯːt10,lɯːt8,lɨːt8,lüːt10,luːt10,luɛ6,lɨt10,liːt10,lɨːt8,lɨːt10,lɨat6,ləːt10,lɯːt8,läːt8,liːt8,lɨːt10,liːt8,lut8,lɨət8,lut8,lut8,luat53,lui6,liat10,lɯət8,liːt8,lut8,lvt,lət3,lɨat3,lɨat4,ləːt4,lət8,lət8,liet5,ləːt4,lɨat4,lɨat4,lə2,lɨt10,lət8,lət10,lɨət5,nət⁴,lɨat4,ləːt4,ləːt4,lət8,ljɨt10,lət8
N044,S009,blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jan.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N045,S009,blood,,,,,,,,,,,,,,,,,,,,,,,,ha33,qha24,qɔ33,,,,,,,qa33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N046,S010,bone,(hau3)zək7,zək7,zək7,hau3zək7,lek7laːu4,uaʔ8,uaʔ8,zik7',zik7,fɯk8,vɯːk7,fɯːʔ8,kɯʔ7,vɯək4,rɯːʔ7,liək10,vuʔ4,fɯaʔ8,fɯːʔ8,ɣɯk7,fɯʔ8,rɯːʔ7,,,qa0ʔdaːk11,ka0ʔdɛ53,taŋ1,,ka0de2,ta2taŋ4,a55n11tjɔ1,dak34,daːk33,jak8,,daːk9,la3,lak7/9,laːk9,laʔ3,,ʔdok9,ʔdaːʔ8,hɣaːk7,laːk7,qau5laːk7,qa3ʔdaːk7,laːk7,raːk9,dʔuːk1,duk10,doːk10,moːk9,nɔːk9',ʔduk7,noːk7,doːk9,da5,duk7,noːk10,doːk8,doːk9,ʔdoːk6,doːk9,duak7,loːk9,dok7,doːk9,do6,duə3,doːk9,duak7,duə5,khok53rɔːk33,du5,doːk9,doːk9,do5,duə5,duk,nuk1/duk1,kra2-duːk2,ka7duːk3,luːp2,duk9,lup9,ho1luk4,luːk2,ka5duːk3,ka7duːk4,hu1ləu5,dok9,luk7,luk9,luːk6,nuk¹,duːk4,lup2,dup5,luk9,lou5,luk9
N047,S010,bone,,,,,,,,,,,,,,,,,,,,,,,qhɔ33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N048,S010,bone,,,,,,,,,,,,,,,,,,,,,,,,a0la11,,,,ʔa1la3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N049,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me1,,mi3,me1,,,,me6,,,,,,,,,,,,,,mâ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mie6,,,,,,,,,,,,,,,
N050,S011,breast,,,,,,,,,,tsiː3,(tsey1),tsiː5,tsey1,tsɛy1,tsiː2,,tsɛy1,tsiː5,tsiː5,tsey1,tiː3,tsiː2,tɕɯ33/taɨ33,,,cu33,tai4ćiu2,pa42ZI35,,ćiu1,la55n33ćo,,,,,,,,,,,,sɛ1/cɛ5,,,,,,,,,,,,,,,,,,,ҫi3,,,,ci3,,ci4,,,ҫi3,,,cu21,,ҫia3/će3,,,,,,,,,,,,,,,,,,,,,,,,,,
N051,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mum33,,,,,,mam4(provisional),,,,,,,,,,,,nom3,num2,,,,num2,,,,,,,,,,,,,,,,,,,nom4,,,,,,num,,nom1,,tau4nom1,tau5num2,,,,nom2,nom5,,,,,, lom²,,nom1,,,,
N052,S011,breast,,,,,nien4,,,,,,,,,,,[ɲen5],,,,,,,,,,,,,,,,,,niŋ1,,,,,,,nɛːn3,,,,,,,,,,,nin5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N053,S011,breast,noʔ7,noʔ7,noʔ7,noʔ7,,noʔ7,nɔʔ7,ɓak7ni1'no2,no4/noʔ7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neːu1,,,nu5,neːu1,,,,,,,,,,,,,naːu5,,,,,,,,,nu3,,,,,,,,,,,,,nu6,,,
N054,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui213,,,,,,,,,,,,,,,,,,,,,,,,,,ʔu3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔui3,,,ʔo2ʔo2,ʔu3,ʔu1tau3,tâu3ʔu4,ʔu4,,,,,ʔu3,cu3ʔu3,ʔu3
N055,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pu6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N056,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nɛ6,,,,,,,,,ne1,,,ni3,,,,,ʔne5,,,,,,,ne5,,,,,,,,,ne5,,,,,,,,,,,,,,,,,,,,,,,,,
N057,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cu3,,,tau4nom1,tau5num2,,,,,,,,ʔu1tau3,tâu3ʔu4,,,,,,,,
N058,S011,breast,,,,,,,,,,faŋ3,fan3,fan3,faŋ3,ɓon1,[p]en3,pan1tsay4,,,fan3,faŋ3,fhan3,fan3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N059,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tju4,tju4,tju4,tju4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N060,S011,breast,,,,,,,,,,,,,,,,,,,,,,,ta55tak55,tak55,qa0tak54,,,,,,,,tak33,,na2tak5,tak7,ta55,tɐk7/9,tak7,pja5,,tak7,tak7,,tɛ3tak7,na3tak7,tɛ3tɐk7,te3tɐk7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N061,S011,breast,ɓak7ɔk7,ɓa3ɔk7,ɓak7uak7,ɓak7ɔk7,ɓɔʔ7,ɓak7ɔk7,ɓa3ɔk7,ɓɐk7'ɔk7,ɓɐk7ɔk7',,,,,,,,,,,,,,,,,,,,,,,la34?Ek21,,,,,,,,,,,,,,,,,,,ʔɯk7,ʔak7,ʔak7,ʔak7,ak7,ʔak7,ʔak7,ʔa4,ʔak7,ʔak7,ʔak7,ʔak7,,ʔak7,,,ʔɑk7,ʔak7,ʔa5,ʔɑk7,ʔak7,ʔɑk7,ʔak7,,ʔɯ5,ʔak7,ʔak7,ʔɑk7,ʔɑk7,uk,,na3ʔɔk2,na3ʔok7,,na3ʔək7,na3ʔək7,,na6ʔɔk1,na3ʔok5,ək7,nɒ3ʔə3,ho1ʔok7,ʔok9,na3ʔək10,,,na5ʔɔk9,na4ʔok1,,,na3ʔəɯ3,na3ʔək7
N062,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,e0em55,ɛm11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N063,S011,breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pa0pa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N064,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,te33,,taːu3,taːu3,,tau3,taːu3,,tiːu4,taːu3,taːu3,taːu3,taːu3,taːu3,taːu3,taːu3,taːu3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N065,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ljo44/to33,ljo6,ljo33/to323,ljo3',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N066,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thau3,phlau3,,,phau3,phəu2,,thau5,pjau1,pau1,,plau1,pjɑu1,pjau1,pjɑu1,,pjɑu1,pɑu1,,pɑu1,,phraw212,pɯ1,,,pjɑu1,pjɑu1,phav,,phau2,,,phau1,phau1,pau1,phau3,phau1,phaw2mai4,phau1,phau1,,phɑu1,,phai² mai³,phau1,phau3,,phɐu1,phiu1,phau1
N067,S012,burn tr.,zut7,zut7,zut7,zut7,,lut7,lut7,zut7,zut7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cut5,,,tsot7,tsɯt7,tɕoːt7,,tsoːt9,,,tsət7,ҫut7,,,tɕət7,,,,,,,ҫɨt7,,ҫət7,,,ҫit7,ɕɯt7,,,sot,sɔt1,,,cut2fai1,,tɕut9,,,,,,,sɔt9,tsot9,cuːt5,sɔt¹,,,,,,
N068,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cɔːŋ5,,,,ćuŋ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N069,S012,burn tr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peŋ33,,,,,,,,,,,,,,,,,,pheːŋ6,,,,puŋ1(provisional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
