cogid,concept_id,concept,BeChengmaiMY,BeChengmaiYL,BeHaikouCL,BeHaikouRS,BeJizhao,BeLinGaoLC,BeLinGaoXY,BeQiongshanLQ,BeQiongshanLT,HlaiBaisha,HlaiBaoding,HlaiBaoting,HlaiChangjiang,HlaiCun,HlaiHeitu,HlaiJiamao,HlaiNadou,HlaiQiandui,HlaiTongza,HlaiXifang,HlaiYuanmen,HlaiZhongsha,KraBuyangBH,KraBuyangEC,KraBuyangLJ,KraBuyangYR,KraGelaoAS,KraGelaoDF,KraGelaoMJ,KraGelaoZF,KraLachi,KraLaha,KraPubiao,KsBiao,KsChadong,KsJin,KsKamJP,KsKamLP,KsKamRJ,KsKamTZ,KsLakkia,KsMak,KsMaonan,KsMulam,KsSuiDS,KsSuiDY,KsSuiLB,KsSuiSD,KsThen,TcCaoBanTai,TcDaxin,TcDebao,TcFusui,TcLongAn,TcLongzhou,TcQinzhou,TcShangsi,TcWenma,TcYanshan,TcYongning,TnDonglan,TnDuAn,TnFengshan,TnHengxian,TnHuishui,TnLianshan,TnLibo,TnLiujiang,TnLuodian,TnPanxian,TnPingguo,TnQianxi,TnQiubei,TnSaek,TnShuicheng,TnTiandong,TnWuming,TnZhenfeng,TnZhenning,TswAhom,TswAiton,TswBangkok,TswChiangmai,TswHsipaw,TswJinghong,TswJinping,TswJinsha,TswKhuen,TswKorat,TswLao,TswLuchun,TswMaguan,TswMangshi,TswMenglian,TswNgheAn,TswPhake,TswSongkhla,TswTaunggyi,TswThaiTrang,TswWuding,TswYuanjiang,TswYuanyang
N596,S091,two,ɓɔn5,ɓɔn5moʔ8,ɓun5,ɓun5mɔʔ8/ɓun5na3,,vɔn3,vɔn3mɔʔ8,ɓɐn5,ɓɐn5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N597,S091,two,,,,,,,,,,ɬaw3,ɬaw3,ɬaw3,ɬaw3,tθaː(y)3,ɗow3,ɬiaw4,law3,ɬaw3,ɬaw3,ɬaw3,ɬaw3,ɬaw3,θa322,θa24,ҫa54,θau53,su4,səu1,sou1,sa1laŋ4,ҫu11,śa31ʔ,ce53,lɔ2,hja1,ja1,ja2,ɣa2,ja2,ja2,hou3,za1,ja2,ɣa2,ɣa2,ɣa2,ɣa1,ɡa1,ra2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N598,S092,walk(go),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ka1,,,kwa2,ka5,ka5,ka6,,,,kâ5,ka5,ka5,ka5,,,,kwa2,,ka5,,ka5
N599,S092,walk(go),,,,,,,,,,,tsaːm2,,,,tsaːm2,,,,,,,tsaːm2,,,,,,,,,,,,,saːm2,saːm3,ȶam13,ȶham3,ȶhaːm8',tɕam3',ʔaːm4(provisional),saːm3,saːm3,,tɕhaːm3,saːm3,saːm3,saːm3,sjɛm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N600,S092,walk(go),ɓəi1,ɓəi1,ɓəi1,ɓəi1,ɓai1,ɓɔi1,ɓɔi1,ɓɐi1',ɓɐi1',phə[ː]1,hey1,hey1,hey1,zaːi42,hey1,hay1,hɛy1,hey1,hey1,hey1,phəɰ[ʔ]7,hey1,,,,,,,,,,,,poːi1,pə1,paːi1,pai1,pai1,paːi1,pai5',pai1,paːi6,paːi1,paːi1,paːi1,paːi1,paːi1,paːi1,paːi1,pəi2,pai1,pai1,pai1,pɯi1,pai1,pui1,poːy1,pɛi1,pai1,pai1',pai1,pai1,pai1,pai1,pɑi1,pai1,pɑi1,pai1,pɑi1,pɑi1,pai1,pɑi1,pai1,paj23,pe1,pai1,pai1,pɑi1,pɑi1,,,pai1,pai2,,pai1,pai1,,pai1,pai1,pai2,,,,,pai1,pai²,pai2,,pai1,,pai1,pai1
N601,S092,walk(go),,,,,,,,,,fey1,fey1,fey1,fey1,foi1/fo35,(pey1),pay1,fɛy1,fey1,fey1,fey1,fhey1,fey1,,,,,,,,,,,,,,,,,,,,,,,,,,,,phjaːjC1,saːi3,phjaːi3,phaːi3,phlaːi3,phjaːi3,phaːi3,phaːi3,phɒ3,,phlaːi5,pjaːi3,paːi3,,plaːi3,pjai3,pjaːi3,pjai3,pjaːi3,pjai3,phe3,plaːi3,pai3,paːi3,,phai3,tɕaːi3,plaːi3,pjai3,pje3,phai,,phaːjC1,,,phaːj3,,,,,,,,,,,phāi³,,,,,,
N602,S092,walk(go),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,se24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N603,S092,walk(go),,,,,,,,,,,,,,,,,,,,,,,wa24,va11,va11,ho24,vu3,źəu1,wu3,vu4,whu33,va342ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N604,S093,warm,,,,,lit7,,,,,tshit8,tiːt7,tiːt7,,,,tshit7,,tiːt7,tiːt7,,,,,,,,,,,,,,,naːt9,,,,,,,,,,,,,,,,dɯətDL1,dɯːt10,duːt10,neːt9/nɯːt9,nɯːt9',dəːt7,nyt7,deːt7,duɛ5,dat9,naːt10/niːt10,,daːt9,,daːt9,dat7,lœːt9,,daːt9,dat7,dat7,daːt9,dɯt7,daːt7,daːt6,da5,daːt9,daːt9,dat7,dat7,dvt,,dɯət9,nɯːt2,,dɤːt2,,,,,dɯət9,,,,,,,,,,,,
N605,S093,warm,,,,,,,,,,,fow3,,foː3,faw3,tshaw3,,fɔː3,,,foː3,,tshaw3,,,,,,,,,,,,,,,tau3lau3,sau3,sau3,pjau3',,,,,laːu3,,,,,thəɨ5,hau3,thau3,thau3,thau3,hau3(joːm5),thau3,thau3,,,thau5,jau3,rau3,lou3,ðau3,zɑu3,jau3,jɑu3,hjau3,zɑu3,ɕɑu3,rau3,zɑu3,θau3,raw21,sɯ3,lau3,ɣau3,zɑu3,jɑu3,,,,,,,,,,,,,,,,,,,,,,,
N606,S093,warm,,,,,,,,,,,,,,,,,,,,,,,,uːn53,qa0uːn11,,,,,,,,on213,,,,,,,,,,,,,,,,,,ʔoːn1,,,,,,,ʔun5,ʔun5rum6,,,,,,,,,,,,,,,,,,,,,un,ʔun1,ʔun2,ʔun3,ʔun2,ʔun5,ʔun5,ʔuen6,ʔun2,ʔun3,ʔun3,ʔuɛŋ5,ʔun5,ʔun5,ʔun5,ʔuːn1,un¹,ʔun2,ʔun2,ʔun5,ʔun5,ʔun5,ʔun5
N607,S093,warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lo4,,,,,,,,ʔdo4,,,du3,ⁿdu3,ⁿdu3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N608,S093,warm,lun3,lun3,lun3,lun3,,lun3,lun3,lun3,lun3,ɬom[2],ɬun2,ɬun5,ɬom1,,ɗun2,thuːn5,,ɬun5,ɬun5,ɬo[ŋ][2],ɬom1,,,,,,,,,,,,,,tun1,,tun1,tun1,tun1,tun1,,,tuːn1,tun1,,,,,toːn1,,,,,,,,,,,,,,,,,,,,,,,,,ruːl6/ruːn6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N609,S093,warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,am5,,,,,,,woːm5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɔm¹,,,,,,
N610,S093,warm,,,,,,,,,,,,,,,,,,,,,,,,,,uːt53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N611,S093,warm,,,,,,,,,,,,,,,,,,,,,,,du33lu322,,,,źəu2qəi3,ma2lei2,ka0dei1,,uN55te33,tu324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N612,S093,warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,njaŋ2kuai4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N613,S094,water,nam4,nam4,nɑm4,nam4,nam4,nam4,nam4,nam4,nam4,namB3,nomB3,namB3,namB3,nam42,nomB3,naːmA1,nan3,namC6,namB3,namB3,namC6,namB3,,,,,,,,,,,,naːm4,nham3,nam3,nəm4,nɐm4,nam4,nəm4,num4,nam3,nam3,nam4,nam4,nam3,nɐm3,nɐm3,ram4,naːm4,nam3,nɔːm4,nam3,nam4,namʔ4,num4,nam4,nã4,nam4,nam4,lam4,ram4,lam4,ðam4,zɑm4,jam4,nɑm4,hjam4,zɑm4,jɑm4,ram4,zɑm4,θam4,nam33,zɑŋ3,lam4,ɣam4,zɑm4,jɑm4,nam,nam3,naːm4,naːm6,nam5,nam4,nam4,lan4,nam5,naːm4,nam4,nɛ4,nam4,lam4,nâm4,naːm4,nam⁴,naːm7,nam5,nam4,nâm4,nam4,nam4
N614,S094,water,,,,,,,,,,,,,,,,,,,,,,,ɔŋ45,ɔŋ32,ɔŋ24,uə324,ʔəu2,ŋ4,uŋ3,ŋ4,i33,ʔuŋ324/35,oŋ33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N615,S095,we,,,,,,,,,,f[əː]1,fa[ː]1,fow1,faw1,(haː5),row1,[ʔaw1],faw1,faw1,faw1,faw1,fəɰ[ʔ]7,taw1,,,,,,,,,,,,jɔ2lan2,laːu1,də1,ȶau1,tau1,taːu1,tɕau3,tau1,djə1,ndaːu1,hɣəːu1,ⁿdiu1,ho3diəu1,ⁿdiu1,ȶin1diu1,raːu1,,mo3łau2,rau2,lau2,hlou5',lau2,lou2,lau2,zɤu2,rau2,hlau2,lau2,rau2,,ðau2,zɑu2,jau2wun2,rɑu2,hjau2,zɑu2,jɑu2,rau2,zɑu2,ðau2,ro55,zɯ2,lau2,ɣau2,zɑu2,jɑu2,"rau, rav",,phuak3rau1,mu3hau2,hau1,,mə3hau2,hau2tə6məŋ,mu2hau1,,phuak5haw5,,,,,hau2,hau²,mo1lau3,cum1hau1,hau4,,hau2,hau2
N616,S095,we,ɗə2,ɗə2,ɗei2ɗəu3,ɗou3ɓan5hɔu4,,hau2lo4,hau2lɔ1/ha2lə4,ɗəu1'ɗi4kɔn2,ɗəu1'ɗi4kɔn2,,,,,,,,,,,,,,,,,,,,,,,,,,lje1,di1,,,ȶiu1,,ta2,di1,ne1,niu2,qə3ⁿdaːu1,ho3daːu1,ⁿdaːu1,ȶin1daːu1,ljeu1,,,,,,,,,,,,tou1,tou1,tu1,tou1,tu1,,,tu1,tu1,təu1,tou1,,təu1,,tɯ1,,,tu1,təu1,,,,,,tu1,,,,,,taɨ2,tu1',tu6,tu6,,,,,,tu1',,tu1'
N617,S095,we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hoːŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N618,S095,we,,,,,,,,,,,,,,,,,,,,,,,,ҫom55ku24,cum54ku54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N619,S095,we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ṣhau53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N620,S095,we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kon32kan33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N621,S095,we,,,,,,,,,,,,,,,,,,,,,,,hɔ45tɨ322,,,phɔn53taːi53,su4ta4ni1,,ti3tu1,tau1,la33tɛ55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N622,S095,we,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔa1ʔi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N623,S097,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liːn33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N624,S097,white,,,,,,,,,,,,,,,,,,,,,,,lɔk33,ɔk55,ɔk11,ti31uə53,zu3,ʔau3,pa0au2,ʔu4chəi1,i35,ʔup32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N625,S097,white,,,,,,,,,,khaːw1,khaːw1,khaːw1,khaːw1,khaːw1,khaːw1,khow1,khaw1,khaːw1,khaːw1,khaːw1,khaːw1,khaːw1,,,,,,,,,,,,,,,,,,,,,,,,,,,,khaːu2,,khaːu2,,,khaːu1,,,khau2,khaːu1,,haːu1,haːu1,haːu1,haːu1,ɣau1,haːu1,hau1,haːu1,ɦau1,ho1,haːu1,ɣau1,ɣaːu1,haːw212,hau1,haːu1,haːu1,ɦau1,vo1,"khau, khav",khaːu1,khaːu5,khaːu1,khaːu3,xaːu1,xaːu1,xau1,khaːu3,khaːu1,si7khaːw1,xau1,xaːu1,,xau1,(provisional),khāu⁶,khaːu1,khaːu3,(provisional),xau1,xaːu1,xaːu1
N626,S097,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lɔn5,,,,,,,,,lɔːn1,,,,dɔːn5,,,
N627,S097,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kwa3,,,,,,,,,,,duə3(provisional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N629,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,laːk53iŋ33,ma0iŋ24,,,,,,,,,,,,,,,,,,,,,,,,,mɛ1ńiːń3,,me6ńiŋ2,,,niŋ1niŋ1,,,la6bu6ńiŋ,phu3ńiŋ2,,,,,,,,,,,,,,,,,,,,,,jiŋ2,phu3-jiŋ5,mɛ4[ńiŋ1],kon1jiŋ1,kun2jiŋ2,kun2ńiŋ2,phə3ńiŋ2,mɛ4jiŋ1,phu3jiŋ1,phu5ńiŋ3,ku2zeŋ2,kun2ńiŋ2,kon2jiŋ2,kon2jiŋ2,,nāŋ² yiŋ⁶,khon3jiŋ1,mɛ4jiŋ1,kun4ńiń4,kun2ńiŋ2,phə3ńiŋ2,kən2ńiŋ2
N629b,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"so, sav",,,,,,,,,,,,,,,,,,,,,,
N630,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja4,,,,,,ja4,,,,,,,,,,,tshaːu2ja6,ja6,,ҫaːu2ja6,soːy2ja6,,,,,,,,,,,,,,,,ҫu3ja6,,,ҫau2ja6,,,,,,,,,,,,,,,,,,,,,,,,,,
N631,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ti2piːk7,biːk9,ljet9,mjek7/9,mjek9,lo6ye3'(provisional),,ʔbiːk9,laːʔ8piəʔ8,ʔjaːk7,mjaːk7,biɐk7,ʔbjaːk7,ʔbjaːk7,ʔmjɛːk9,,,,,hun2mɯk8,,,,,,muk7,me6bɨk7,me6bɨk7,ʔbɨk5,bək7,bɯʔ7,puk7,bɯk7,me6bɨk7,bɯ5,bək7,me6bɨk7,bɯk7,bək7,me55bɨk55,bɯ5,bɯk7,,bɯk7,bəʔ7,,,,,,,,,,,,,,,,,,,,,,,
N632,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mɛ1ńiːń3,thoːi6me6,me6ńiŋ2,me6laːu3,me6,ti6me6,ʔa1me3,laːk10mei6,mei6,me6,me6,me6bɨk7,me6bɨk7,,me6,me6,me6,me6,me6bɨk7,me6,mie6,me6bɨk7,me6,miə6,me55bɨk55,mi6,me6,me6,me6,mie6,,,,mɛ4[ńiŋ1],,,,,mɛ4jiŋ1,,,,,,,mɛ5kɛ1,,,mɛ4jiŋ1,,,,
N633,S099,woman,mai4lək8,mai4lək8,,,mai1pha2,mai4lək8,mai4lək8,mai4lɛk8,,pay3,pay3,pay6,,,mey3,mɯ2,,phay6,,,pay[4],pey3,pa0mai11,,,,,ma1wa1,ma3ʔlo3,,pe33li55mja,,qa33mei45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toːi5mai5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N634,S099,woman,fɔ2nien1,fɔ2nien1已婚,phe2nin1,phɔ2nin1,,,,mai4fɔ4nɛn1',mai4fɔ2nɐn1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N635,S099,woman,,,,,,,,,,khoː5,khaw2,kh[o]ː5,khoː2,,khaw2,,khɔː2,khoː5,khoː5,khoː2,khoː5,khaw2,,,,,,,,,,,,,,,,,,,lak8kjãːu3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N636,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liak8piɔ4(provisional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N637,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,le31caːu53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N638,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phəŋ33ʔem33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N639,S099,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,qa4ẓa3,,,ta4sa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N640,S099,woman,,,,,,,,,,,,,,ŋaːw1,,,ŋa5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N641,S100,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mhaːn3,ŋ̊aːn3,man33,m̥an3,maːn33,man3',,ŋ̊aːn3,maːn3,ŋaːn3,hwãːn3,,,m̥aːn3,ŋaːn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N642,S100,yellow,laŋ1,laŋ1,laŋ1,laŋ1,laːŋ1,laŋ1,laŋ1,laŋ1,laŋ1,(ziaŋ4),zeːŋ1,ɬeːŋ4,zeːŋ4,,zeːŋ1,,zeŋʔ4,ɬeːŋ4,ɬeːŋ4,zeːŋ1,tsiaŋ4,zeːŋ1,,,,,,,,,a33leN35,kliń342ʔ,,,,,,,,,,,,,,,,,,lɨəŋ2,cɨŋ1(?),,lɯːŋ1,lɯŋ1,lɨːŋ1,lyːŋ1,lyːŋ1,liŋ1,,luːŋ1,,,,,,,,,,,,,,,,,,,,lvng,ləŋ1,lɨaŋ5,lɨaŋ1,ləːŋ3,ləŋ1,ləŋ1,ləŋ1,ləːŋ3,lɨaŋ1,si7lɨaŋ1,ləŋ1,lɨŋ1,ləŋ1,ləŋ1,lɨəŋ1,ləŋ⁶,lɨaŋ1,ləːŋ3,lɨəŋ1,ləŋ1,ljɨŋ1,ləŋ1
N643,S100,yellow,,,,,,,,,,,,,,,,,,,,,,,ŋaːn24,ŋaːn11,ŋaːn11,ŋaːt24,,,,,,,ńin45,,,,,,,,hjiẽ5,,,,,,,,,,,heːn3,,,,,,,xeːn3,,heːn3,heːn3,hen3,heːn3,jian3,heːn3,hen3,heːn3,ɦen3,,heːn3,jian3,jian3,ŋiːl6,ɕian3,heːn3,heːn3,ɦen3,jin3,,,,,,,,,,,,,,,,,,,,,,,
N644,S100,yellow,,,,,,,,,,,,,,,,caːi33phuŋ11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N645,S100,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,ńći3,,,phəi4ći3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N646,S100,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sou2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N647,S100,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,wa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
